,candidate,Senate_votes,total_votes,Biden_votes,senatePRC,bidenPRC,difference
"South Carolina, Florence County",Jaime Harrison,31748,64615,31153,49.13410199,48.21326317,-0.920838815
"South Carolina, Georgetown County",Jaime Harrison,15867,36702,15822,43.23197646,43.10936734,-0.122609122
"South Carolina, Greenville County",Jaime Harrison,104980,258087,103030,40.67620609,39.92064691,-0.755559172
"South Carolina, Greenwood County",Jaime Harrison,12504,31987,12145,39.09088067,37.96854972,-1.122330947
"South Carolina, Horry County",Jaime Harrison,60530,179513,59180,33.71900642,32.96697175,-0.752034672
"South Carolina, Kershaw County",Jaime Harrison,12904,33589,12699,38.41733901,37.80702016,-0.610318854
"South Carolina, Lancaster County",Jaime Harrison,19523,49812,18937,39.19336706,38.01694371,-1.176423352
"South Carolina, Laurens County",Jaime Harrison,10498,30471,10159,34.45243018,33.33989695,-1.112533228
"South Carolina, Lexington County",Jaime Harrison,50256,144549,49301,34.7674491,34.10677348,-0.660675619
"South Carolina, McCormick County",Jaime Harrison,2746,5720,2687,48.00699301,46.97552448,-1.031468531
"South Carolina, Newberry County",Jaime Harrison,7094,18610,6958,38.1192907,37.38850081,-0.730789898
"South Carolina, Oconee County",Jaime Harrison,10576,40663,10414,26.00890244,25.61050587,-0.398396577
"South Carolina, Pickens County",Jaime Harrison,14066,57471,13645,24.47495258,23.74240922,-0.73254337
"South Carolina, Saluda County",Jaime Harrison,3023,9279,2963,32.5789417,31.93232029,-0.646621403
"South Carolina, Spartanburg County",Jaime Harrison,54475,148454,52926,36.69486844,35.65144759,-1.043420858
"South Carolina, Union County",Jaime Harrison,5105,13222,4935,38.6098926,37.32415671,-1.285735895
"South Carolina, York County",Jaime Harrison,60738,143882,59008,42.2137585,41.01138433,-1.202374168
"South Dakota, Aurora County",Dan Ahlers,403,1405,317,28.68327402,22.56227758,-6.120996441
"South Dakota, Beadle County",Dan Ahlers,1986,7090,2107,28.0112835,29.71791255,1.706629055
"South Dakota, Bennett County",Dan Ahlers,437,1166,466,37.47855918,39.96569468,2.487135506
"South Dakota, Bon Homme County",Dan Ahlers,834,2990,721,27.89297659,24.11371237,-3.779264214
"South Dakota, Brookings County",Dan Ahlers,5746,14538,6110,39.52400605,42.02778924,2.503783189
"South Dakota, Brown County",Dan Ahlers,6283,17451,6538,36.00366741,37.46490172,1.461234313
"South Dakota, Brule County",Dan Ahlers,756,2491,673,30.34925733,27.01726214,-3.331995183
"South Dakota, Butte County",Dan Ahlers,961,4770,939,20.14675052,19.68553459,-0.461215933
"South Dakota, Campbell County",Dan Ahlers,122,867,117,14.07151096,13.49480969,-0.576701269
"South Dakota, Charles Mix County",Dan Ahlers,1259,3801,1177,33.1228624,30.96553539,-2.157327019
"South Dakota, Clark County",Dan Ahlers,450,1847,437,24.36383324,23.65998917,-0.703844071
"South Dakota, Clay County",Dan Ahlers,2807,5664,3083,49.55861582,54.43149718,4.872881356
"South Dakota, Codington County",Dan Ahlers,3626,13105,3837,27.66882869,29.27890118,1.610072491
"South Dakota, Corson County",Dan Ahlers,583,1264,622,46.12341772,49.20886076,3.085443038
"South Dakota, Custer County",Dan Ahlers,1483,5456,1522,27.18108504,27.89589443,0.714809384
"South Dakota, Davison County",Dan Ahlers,2540,8433,2648,30.11976758,31.40045061,1.280683031
"South Dakota, Day County",Dan Ahlers,1069,2964,1052,36.06612686,35.4925776,-0.573549258
"South Dakota, Deuel County",Dan Ahlers,628,2342,609,26.8146883,26.00341588,-0.811272417
"South Dakota, Douglas County",Dan Ahlers,235,1704,216,13.79107981,12.67605634,-1.115023474
"South Dakota, Edmunds County",Dan Ahlers,448,1987,417,22.54655259,20.98641168,-1.560140916
"South Dakota, Fall River County",Dan Ahlers,993,4002,1053,24.8125937,26.31184408,1.499250375
"South Dakota, Faulk County",Dan Ahlers,213,1188,198,17.92929293,16.66666667,-1.262626263
"South Dakota, Grant County",Dan Ahlers,1026,3749,1056,27.36729795,28.16751134,0.80021339
"South Dakota, Gregory County",Dan Ahlers,488,2254,455,21.65039929,20.1863354,-1.464063886
"South Dakota, Haakon County",Dan Ahlers,106,1138,105,9.314586995,9.226713533,-0.087873462
"South Dakota, Hamlin County",Dan Ahlers,657,3070,647,21.40065147,21.07491857,-0.325732899
"South Dakota, Hand County",Dan Ahlers,378,1858,373,20.3444564,20.07534984,-0.269106566
"South Dakota, Hanson County",Dan Ahlers,564,2360,557,23.89830508,23.60169492,-0.296610169
"South Dakota, Harding County",Dan Ahlers,73,800,49,9.125,6.125,-3
"South Dakota, Hughes County",Dan Ahlers,2546,8763,2953,29.05397695,33.69850508,4.64452813
"South Dakota, Hutchinson County",Dan Ahlers,772,3754,762,20.56473095,20.29834843,-0.266382525
"South Dakota, Hyde County",Dan Ahlers,143,711,136,20.11251758,19.12798875,-0.984528833
"South Dakota, Jackson County",Dan Ahlers,357,1113,359,32.0754717,32.25516622,0.179694519
"South Dakota, Jerauld County",Dan Ahlers,277,997,270,27.78335005,27.08124373,-0.702106319
"South Dakota, Jones County",Dan Ahlers,99,596,90,16.61073826,15.10067114,-1.510067114
"South Dakota, Kingsbury County",Dan Ahlers,809,2779,819,29.11119108,29.47103275,0.35984167
"South Dakota, Lake County",Dan Ahlers,2069,5885,2068,35.15717927,35.14018692,-0.016992353
"South Dakota, Lawrence County",Dan Ahlers,4358,13743,4537,31.71068908,33.01317034,1.302481263
"South Dakota, Lincoln County",Dan Ahlers,11013,32234,11981,34.16578768,37.16882795,3.003040268
"South Dakota, Lyman County",Dan Ahlers,533,1599,525,33.33333333,32.83302064,-0.500312695
"South Dakota, Marshall County",Dan Ahlers,853,2187,858,39.00320073,39.23182442,0.228623685
"South Dakota, McCook County",Dan Ahlers,835,2907,769,28.72377021,26.45338837,-2.270381837
"South Dakota, McPherson County",Dan Ahlers,235,1321,222,17.78955337,16.80545042,-0.984102952
"South Dakota, Meade County",Dan Ahlers,3176,13531,3285,23.4720272,24.27758481,0.805557608
"South Dakota, Mellette County",Dan Ahlers,303,771,298,39.29961089,38.65110246,-0.648508431
"South Dakota, Miner County",Dan Ahlers,339,1146,320,29.58115183,27.92321117,-1.657940663
"South Dakota, Minnehaha County",Dan Ahlers,38799,91572,40482,42.36993841,44.20783646,1.837898047
"South Dakota, Moody County",Dan Ahlers,1343,3220,1179,41.70807453,36.61490683,-5.093167702
"South Dakota, Pennington County",Dan Ahlers,19184,56878,20606,33.72833081,36.22841872,2.500087907
"South Dakota, Perkins County",Dan Ahlers,249,1644,239,15.1459854,14.5377129,-0.608272506
"South Dakota, Potter County",Dan Ahlers,224,1384,227,16.1849711,16.4017341,0.216763006
"South Dakota, Roberts County",Dan Ahlers,1767,4296,1828,41.13128492,42.55121043,1.419925512
"South Dakota, Sanborn County",Dan Ahlers,281,1179,257,23.83375742,21.79813401,-2.03562341
"South Dakota, Spink County",Dan Ahlers,986,3164,998,31.1630847,31.54235145,0.379266751
"South Dakota, Stanley County",Dan Ahlers,378,1652,421,22.88135593,25.4842615,2.602905569
"South Dakota, Sully County",Dan Ahlers,168,927,185,18.12297735,19.95685005,1.833872708
"South Dakota, Tripp County",Dan Ahlers,502,2690,495,18.66171004,18.40148699,-0.260223048
"South Dakota, Turner County",Dan Ahlers,1126,4542,1139,24.79084104,25.07705856,0.286217525
"South Dakota, Union County",Dan Ahlers,2407,8771,2725,27.44270893,31.06829324,3.625584312
"South Dakota, Walworth County",Dan Ahlers,525,2565,565,20.46783626,22.02729045,1.559454191
"South Dakota, Yankton County",Dan Ahlers,3848,10842,4016,35.49160671,37.04113632,1.549529607
"Tennessee, Anderson County",Marquita Bradshaw,10810,34521,11741,31.31427247,34.0111816,2.696909128
"Tennessee, Bedford County",Marquita Bradshaw,3801,18109,4453,20.9895632,24.58998288,3.600419681
"Tennessee, Benton County",Marquita Bradshaw,1336,6974,1529,19.15686837,21.92429022,2.767421853
"Tennessee, Bledsoe County",Marquita Bradshaw,898,5473,971,16.40782021,17.74164078,1.333820574
"Tennessee, Blount County",Marquita Bradshaw,15861,64411,17932,24.62467591,27.83996522,3.215289314
"Tennessee, Bradley County",Marquita Bradshaw,8714,44128,9851,19.74709935,22.32369471,2.576595359
"Tennessee, Campbell County",Marquita Bradshaw,2170,14063,2441,15.43056247,17.35760506,1.927042594
"Tennessee, Cannon County",Marquita Bradshaw,1105,6160,1261,17.93831169,20.47077922,2.532467532
"Tennessee, Carroll County",Marquita Bradshaw,2286,11428,2559,20.00350018,22.39236962,2.388869443
"Tennessee, Carter County",Marquita Bradshaw,4204,23584,4529,17.8256445,19.20369742,1.378052917
"Tennessee, Cheatham County",Marquita Bradshaw,4911,19366,5514,25.35887638,28.47258081,3.11370443
"Tennessee, Chester County",Marquita Bradshaw,1304,7415,1412,17.58597438,19.04248146,1.45650708
"Tennessee, Claiborne County",Marquita Bradshaw,1960,12290,2202,15.94792514,17.9170057,1.969080553
"Tennessee, Clay County",Marquita Bradshaw,616,3225,735,19.10077519,22.79069767,3.689922481
"Tennessee, Cocke County",Marquita Bradshaw,2220,13872,2533,16.00346021,18.25980392,2.256343714
"Tennessee, Coffee County",Marquita Bradshaw,5214,23650,5705,22.04651163,24.12262156,2.076109937
"Tennessee, Crockett County",Marquita Bradshaw,1190,5754,1382,20.68126521,24.01807438,3.336809176
"Tennessee, Cumberland County",Marquita Bradshaw,5908,30911,6728,19.11293714,21.76571447,2.652777328
"Tennessee, Decatur County",Marquita Bradshaw,817,5039,904,16.21353443,17.94006747,1.726533042
"Tennessee, DeKalb County",Marquita Bradshaw,1522,7951,1750,19.14224626,22.00981009,2.867563828
"Tennessee, Dickson County",Marquita Bradshaw,5549,23590,6106,23.5226791,25.88384909,2.361169987
"Tennessee, Dyer County",Marquita Bradshaw,2733,14341,3158,19.05724845,22.02077958,2.963531135
"Tennessee, Fayette County",Marquita Bradshaw,5795,21757,7027,26.63510594,32.29765133,5.662545388
"Tennessee, Fentress County",Marquita Bradshaw,1052,8240,1214,12.76699029,14.73300971,1.966019417
"Tennessee, Franklin County",Marquita Bradshaw,4383,18215,4864,24.06258578,26.70326654,2.640680758
"Tennessee, Gibson County",Marquita Bradshaw,4861,21173,5771,22.95848486,27.25641147,4.297926605
"Tennessee, Giles County",Marquita Bradshaw,2828,12463,3298,22.69116585,26.46232849,3.771162641
"Tennessee, Grainger County",Marquita Bradshaw,1267,9568,1467,13.24205686,15.33235786,2.090301003
"Tennessee, Greene County",Marquita Bradshaw,4788,27354,5199,17.50383856,19.00636104,1.502522483
"Tennessee, Grundy County",Marquita Bradshaw,885,5386,988,16.43148905,18.34385444,1.912365392
"Tennessee, Hamblen County",Marquita Bradshaw,4810,23499,5500,20.46895613,23.40525129,2.936295161
"Tennessee, Hamilton County",Marquita Bradshaw,70460,168686,75522,41.7699157,44.7707575,3.000841801
"Tennessee, Hancock County",Marquita Bradshaw,301,2499,362,12.04481793,14.48579432,2.440976391
"Tennessee, Hardeman County",Marquita Bradshaw,3450,9160,4180,37.66375546,45.63318777,7.969432314
"Tennessee, Hardin County",Marquita Bradshaw,1599,11113,1775,14.38855395,15.97228471,1.583730766
"Tennessee, Hawkins County",Marquita Bradshaw,3174,19551,4083,16.23446371,20.88384226,4.649378548
"Tennessee, Henderson County",Marquita Bradshaw,1793,11586,2092,15.47557397,18.05627481,2.580700846
"Tennessee, Henry County",Marquita Bradshaw,2972,14042,3548,21.1650762,25.26705597,4.101979775
"Tennessee, Hickman County",Marquita Bradshaw,1924,9472,2130,20.3125,22.48733108,2.174831081
"Tennessee, Houston County",Marquita Bradshaw,555,2824,871,19.6529745,30.8427762,11.1898017
"Tennessee, Humphreys County",Marquita Bradshaw,1785,7837,2017,22.77657267,25.73688912,2.960316448
"Tennessee, Jackson County",Marquita Bradshaw,986,4942,1135,19.95143667,22.96641036,3.014973695
"Tennessee, Jefferson County",Marquita Bradshaw,3218,16994,4654,18.93609509,27.38613628,8.450041191
"Tennessee, Johnson County",Marquita Bradshaw,1111,7346,1246,15.12387694,16.96161176,1.837734822
"Tennessee, Knox County",Marquita Bradshaw,84552,216582,91422,39.03925534,42.21126409,3.172008754
"Tennessee, Lake County",Marquita Bradshaw,493,1930,526,25.54404145,27.25388601,1.70984456
"Tennessee, Lauderdale County",Marquita Bradshaw,2673,8484,3193,31.50636492,37.63554927,6.129184347
"Tennessee, Lawrence County",Marquita Bradshaw,2768,17469,3195,15.84521152,18.28954147,2.444329956
"Tennessee, Lewis County",Marquita Bradshaw,987,5337,1072,18.49353569,20.08619074,1.59265505
"Tennessee, Lincoln County",Marquita Bradshaw,2635,15077,2919,17.47695165,19.36061551,1.883663859
"Tennessee, Loudon County",Marquita Bradshaw,6047,28611,6948,21.13522771,24.28436615,3.149138443
"Tennessee, Macon County",Marquita Bradshaw,1104,8831,1307,12.50141547,14.80013588,2.298720417
"Tennessee, Madison County",Marquita Bradshaw,16700,41604,18390,40.14037112,44.20248053,4.062109413
"Tennessee, Marion County",Marquita Bradshaw,2943,12720,3177,23.13679245,24.97641509,1.839622642
"Tennessee, Marshall County",Marquita Bradshaw,3152,14148,3605,22.27876732,25.48063331,3.201865988
"Tennessee, Maury County",Marquita Bradshaw,13475,45371,14418,29.69958784,31.77800798,2.078420136
"Tennessee, McMinn County",Marquita Bradshaw,3904,22112,4361,17.65557164,19.72232272,2.066751085
"Tennessee, McNairy County",Marquita Bradshaw,1764,10936,1943,16.13021214,17.76700805,1.636795903
"Tennessee, Meigs County",Marquita Bradshaw,882,5204,1008,16.94850115,19.3697156,2.42121445
"Tennessee, Monroe County",Marquita Bradshaw,3441,20154,3764,17.07353379,18.67619331,1.602659522
"Tennessee, Montgomery County",Marquita Bradshaw,28632,73046,32472,39.19721819,44.45417956,5.256961367
"Tennessee, Moore County",Marquita Bradshaw,523,3446,573,15.17701683,16.62797446,1.450957632
"Tennessee, Morgan County",Marquita Bradshaw,1080,7936,1167,13.60887097,14.70514113,1.096270161
"Tennessee, Obion County",Marquita Bradshaw,2247,12863,2589,17.4687087,20.12749747,2.658788774
"Tennessee, Overton County",Marquita Bradshaw,1699,9253,2033,18.36161245,21.97125257,3.609640117
"Tennessee, Perry County",Marquita Bradshaw,517,3204,615,16.1360799,19.19475655,3.058676654
"Tennessee, Pickett County",Marquita Bradshaw,474,2781,525,17.04422869,18.8781014,1.833872708
"Tennessee, Polk County",Marquita Bradshaw,1401,8148,1492,17.19440353,18.31124202,1.116838488
"Tennessee, Putnam County",Marquita Bradshaw,8239,31998,9185,25.74848428,28.70491906,2.956434777
"Tennessee, Rhea County",Marquita Bradshaw,2093,12986,2369,16.11735715,18.24272293,2.125365779
"Tennessee, Roane County",Marquita Bradshaw,5448,25267,6043,21.56172082,23.91657102,2.3548502
"Tennessee, Robertson County",Marquita Bradshaw,7529,32290,8692,23.31681635,26.91855063,3.601734283
"Tennessee, Rutherford County",Marquita Bradshaw,53643,138469,59341,38.74007901,42.85507948,4.115000469
"Tennessee, Scott County",Marquita Bradshaw,843,8352,986,10.0933908,11.80555556,1.712164751
"Tennessee, Sequatchie County",Marquita Bradshaw,1151,6906,1298,16.66666667,18.79525051,2.12858384
"Tennessee, Sevier County",Marquita Bradshaw,7909,42637,8721,18.54961653,20.45406572,1.904449187
"Tennessee, Smith County",Marquita Bradshaw,1489,8375,1802,17.77910448,21.51641791,3.737313433
"Tennessee, Stewart County",Marquita Bradshaw,1817,5307,1232,34.23779913,23.2146222,-11.02317694
"Tennessee, Sullivan County",Marquita Bradshaw,15675,72465,17272,21.63113227,23.83495481,2.203822535
"Tennessee, Sumner County",Marquita Bradshaw,23835,89044,27680,26.76766542,31.08575536,4.318089933
"Tennessee, Tipton County",Marquita Bradshaw,5779,26033,6837,22.19874774,26.26282027,4.064072523
"Tennessee, Trousdale County",Marquita Bradshaw,810,3634,1012,22.28948817,27.84810127,5.558613099
"Tennessee, Unicoi County",Marquita Bradshaw,1444,7890,1615,18.30164766,20.46894804,2.16730038
"Tennessee, Union County",Marquita Bradshaw,1086,7579,1249,14.32906716,16.47974667,2.150679509
"Tennessee, Van Buren County",Marquita Bradshaw,468,2692,544,17.38484398,20.20802377,2.823179792
"Tennessee, Warren County",Marquita Bradshaw,3586,15575,3924,23.02407705,25.19422151,2.170144462
"Tennessee, Washington County",Marquita Bradshaw,16645,57228,18638,29.08541274,32.56797372,3.482560984
"Tennessee, Wayne County",Marquita Bradshaw,673,6166,820,10.91469348,13.298735,2.384041518
"Tennessee, Weakley County",Marquita Bradshaw,2678,13321,3020,20.10359583,22.67097065,2.567374822
"Tennessee, White County",Marquita Bradshaw,1984,11678,2143,16.98921048,18.35074499,1.361534509
"Tennessee, Williamson County",Marquita Bradshaw,43432,137666,50161,31.54882106,36.43673819,4.887917133
"Tennessee, Wilson County",Marquita Bradshaw,20004,72663,22254,27.52982949,30.62631601,3.09648652
"Texas, Anderson County","Mary Jennings ""MJ"" Hegar",3792,19072,3955,19.88255034,20.73720638,0.85465604
"Texas, Andrews County","Mary Jennings ""MJ"" Hegar",779,5800,850,13.43103448,14.65517241,1.224137931
"Texas, Angelina County","Mary Jennings ""MJ"" Hegar",8771,34372,9143,25.51786338,26.60013965,1.082276271
"Texas, Aransas County","Mary Jennings ""MJ"" Hegar",2729,12164,2916,22.43505426,23.97237751,1.537323249
"Texas, Archer County","Mary Jennings ""MJ"" Hegar",467,4724,446,9.885690093,9.441151566,-0.444538527
"Texas, Armstrong County","Mary Jennings ""MJ"" Hegar",64,1099,75,5.823475887,6.824385805,1.000909918
"Texas, Atascosa County","Mary Jennings ""MJ"" Hegar",5588,17896,5876,31.22485472,32.83415288,1.609298167
"Texas, Austin County","Mary Jennings ""MJ"" Hegar",2752,14481,2951,19.00421242,20.3784269,1.374214488
"Texas, Bailey County","Mary Jennings ""MJ"" Hegar",383,1822,409,21.0208562,22.4478595,1.427003293
"Texas, Bandera County","Mary Jennings ""MJ"" Hegar",2291,12537,2505,18.27390923,19.98085666,1.706947436
"Texas, Bastrop County","Mary Jennings ""MJ"" Hegar",15071,36506,15474,41.28362461,42.38755273,1.103928121
"Texas, Baylor County","Mary Jennings ""MJ"" Hegar",177,1678,183,10.54827175,10.90584029,0.357568534
"Texas, Bee County","Mary Jennings ""MJ"" Hegar",3103,9055,3288,34.26836002,36.31143015,2.043070127
"Texas, Bell County","Mary Jennings ""MJ"" Hegar",54413,126804,57014,42.91110691,44.96230403,2.051197123
"Texas, Blanco County","Mary Jennings ""MJ"" Hegar",1816,7408,1911,24.51403888,25.79643629,1.282397408
"Texas, Borden County","Mary Jennings ""MJ"" Hegar",18,411,16,4.379562044,3.892944039,-0.486618005
"Texas, Bosque County","Mary Jennings ""MJ"" Hegar",1490,9039,1561,16.48412435,17.26960947,0.78548512
"Texas, Bowie County","Mary Jennings ""MJ"" Hegar",10406,37931,10747,27.43402494,28.33302576,0.899000817
"Texas, Brazoria County","Mary Jennings ""MJ"" Hegar",58759,153367,62228,38.31267483,40.5745695,2.261894671
"Texas, Brazos County","Mary Jennings ""MJ"" Hegar",32098,84161,35349,38.13880538,42.00163971,3.862834329
"Texas, Brewster County","Mary Jennings ""MJ"" Hegar",2167,4768,2258,45.4488255,47.35738255,1.908557047
"Texas, Briscoe County","Mary Jennings ""MJ"" Hegar",79,715,78,11.04895105,10.90909091,-0.13986014
"Texas, Brown County","Mary Jennings ""MJ"" Hegar",1965,15755,2107,12.47223104,13.37353221,0.901301174
"Texas, Burleson County","Mary Jennings ""MJ"" Hegar",1709,8489,1788,20.13193545,21.06255154,0.930616091
"Texas, Burnet County","Mary Jennings ""MJ"" Hegar",5323,24540,5639,21.69111654,22.97881011,1.287693562
"Texas, Caldwell County","Mary Jennings ""MJ"" Hegar",6449,14868,6672,43.37503363,44.87489911,1.499865483
"Texas, Calhoun County","Mary Jennings ""MJ"" Hegar",2092,7745,2148,27.01097482,27.73402195,0.723047127
"Texas, Callahan County","Mary Jennings ""MJ"" Hegar",680,6719,734,10.12055365,10.92424468,0.803691025
"Texas, Camp County","Mary Jennings ""MJ"" Hegar",1359,5035,1394,26.99106256,27.68619662,0.695134062
"Texas, Carson County","Mary Jennings ""MJ"" Hegar",286,3110,297,9.196141479,9.549839228,0.353697749
"Texas, Cass County","Mary Jennings ""MJ"" Hegar",2672,13813,2795,19.34409614,20.23456164,0.890465504
"Texas, Castro County","Mary Jennings ""MJ"" Hegar",432,2041,466,21.16609505,22.83194512,1.665850073
"Texas, Chambers County","Mary Jennings ""MJ"" Hegar",3786,21353,3997,17.73052967,18.71868122,0.988151548
"Texas, Cherokee County","Mary Jennings ""MJ"" Hegar",4058,19331,4210,20.99218871,21.77849051,0.786301795
"Texas, Childress County","Mary Jennings ""MJ"" Hegar",283,2259,310,12.52766711,13.72288623,1.195219124
"Texas, Clay County","Mary Jennings ""MJ"" Hegar",632,5698,614,11.09161109,10.77571078,-0.315900316
"Texas, Cochran County","Mary Jennings ""MJ"" Hegar",183,978,177,18.71165644,18.09815951,-0.613496933
"Texas, Coke County","Mary Jennings ""MJ"" Hegar",171,1754,178,9.749144812,10.14823261,0.399087799
"Texas, Coleman County","Mary Jennings ""MJ"" Hegar",426,4065,451,10.4797048,11.09471095,0.61500615
"Texas, Collin County","Mary Jennings ""MJ"" Hegar",207005,481462,230945,42.9950858,47.96744084,4.972355035
"Texas, Collingsworth County","Mary Jennings ""MJ"" Hegar",145,1192,155,12.16442953,13.0033557,0.838926174
"Texas, Colorado County","Mary Jennings ""MJ"" Hegar",2362,9888,2420,23.88754045,24.47411003,0.586569579
"Texas, Comal County","Mary Jennings ""MJ"" Hegar",22552,88268,24826,25.549463,28.12570807,2.576245072
"Texas, Comanche County","Mary Jennings ""MJ"" Hegar",831,6004,853,13.84077282,14.2071952,0.366422385
"Texas, Concho County","Mary Jennings ""MJ"" Hegar",193,1247,197,15.47714515,15.797915,0.320769848
"Texas, Cooke County","Mary Jennings ""MJ"" Hegar",2999,18877,3210,15.88705832,17.00482068,1.117762356
"Texas, Coryell County","Mary Jennings ""MJ"" Hegar",7118,23248,7565,30.61768754,32.54043359,1.922746043
"Texas, Cottle County","Mary Jennings ""MJ"" Hegar",110,656,113,16.76829268,17.22560976,0.457317073
"Texas, Crane County","Mary Jennings ""MJ"" Hegar",229,1479,241,15.48343475,16.29479378,0.811359026
"Texas, Crockett County","Mary Jennings ""MJ"" Hegar",314,1493,344,21.03148024,23.04085733,2.009377093
"Texas, Crosby County","Mary Jennings ""MJ"" Hegar",486,1881,527,25.83732057,28.01701223,2.179691653
"Texas, Dallam County","Mary Jennings ""MJ"" Hegar",200,1595,197,12.53918495,12.35109718,-0.188087774
"Texas, Dawson County","Mary Jennings ""MJ"" Hegar",738,3641,808,20.26915683,22.19170558,1.92254875
"Texas, Deaf Smith County","Mary Jennings ""MJ"" Hegar",1151,4533,1264,25.39157291,27.88440326,2.492830355
"Texas, Delta County","Mary Jennings ""MJ"" Hegar",370,2534,403,14.60142068,15.90370955,1.302288871
"Texas, Denton County","Mary Jennings ""MJ"" Hegar",170984,413211,188695,41.37934373,45.66553165,4.286187928
"Texas, DeWitt County","Mary Jennings ""MJ"" Hegar",1384,7887,1494,17.54786357,18.94256371,1.394700139
"Texas, Dickens County","Mary Jennings ""MJ"" Hegar",133,958,130,13.88308977,13.56993737,-0.313152401
"Texas, Donley County","Mary Jennings ""MJ"" Hegar",181,1625,198,11.13846154,12.18461538,1.046153846
"Texas, Eastland County","Mary Jennings ""MJ"" Hegar",910,8087,983,11.25262767,12.15531099,0.902683319
"Texas, Ector County","Mary Jennings ""MJ"" Hegar",10682,43572,11367,24.51574406,26.08785459,1.57211053
"Texas, Edwards County","Mary Jennings ""MJ"" Hegar",144,986,168,14.60446247,17.03853955,2.434077079
"Texas, Ellis County","Mary Jennings ""MJ"" Hegar",25780,85032,27565,30.31799793,32.41720764,2.099209709
"Texas, Erath County","Mary Jennings ""MJ"" Hegar",2707,16708,2916,16.20181949,17.45271726,1.250897774
"Texas, Falls County","Mary Jennings ""MJ"" Hegar",1787,6039,1899,29.59099189,31.44560358,1.854611691
"Texas, Fannin County","Mary Jennings ""MJ"" Hegar",2559,14748,2655,17.35150529,18.00244101,0.65093572
"Texas, Fayette County","Mary Jennings ""MJ"" Hegar",2634,12864,2661,20.47574627,20.68563433,0.20988806
"Texas, Fisher County","Mary Jennings ""MJ"" Hegar",351,1804,352,19.45676275,19.51219512,0.055432373
"Texas, Floyd County","Mary Jennings ""MJ"" Hegar",397,1990,438,19.94974874,22.01005025,2.060301508
"Texas, Foard County","Mary Jennings ""MJ"" Hegar",107,519,99,20.61657033,19.07514451,-1.541425819
"Texas, Franklin County","Mary Jennings ""MJ"" Hegar",753,4942,804,15.23674626,16.26871712,1.031970862
"Texas, Freestone County","Mary Jennings ""MJ"" Hegar",1553,8557,1635,18.14888395,19.10716373,0.958279771
"Texas, Frio County","Mary Jennings ""MJ"" Hegar",2283,4921,2422,46.39300955,49.21763869,2.82462914
"Texas, Gaines County","Mary Jennings ""MJ"" Hegar",548,5760,576,9.513888889,10,0.486111111
"Texas, Galveston County","Mary Jennings ""MJ"" Hegar",55094,153383,58842,35.91923486,38.36279118,2.443556326
"Texas, Garza County","Mary Jennings ""MJ"" Hegar",225,1617,231,13.91465677,14.28571429,0.371057514
"Texas, Gillespie County","Mary Jennings ""MJ"" Hegar",2996,15778,3176,18.98846495,20.12929395,1.140829002
"Texas, Glasscock County","Mary Jennings ""MJ"" Hegar",35,646,39,5.417956656,6.037151703,0.619195046
"Texas, Goliad County","Mary Jennings ""MJ"" Hegar",840,3909,877,21.48887183,22.43540547,0.94653364
"Texas, Gonzales County","Mary Jennings ""MJ"" Hegar",1782,7530,1948,23.66533865,25.86985392,2.204515272
"Texas, Gray County","Mary Jennings ""MJ"" Hegar",774,7688,829,10.06763788,10.7830385,0.715400624
"Texas, Grayson County","Mary Jennings ""MJ"" Hegar",13938,58974,14506,23.63414386,24.59728016,0.963136297
"Texas, Gregg County","Mary Jennings ""MJ"" Hegar",14025,47483,14796,29.53688689,31.16062591,1.623739022
"Texas, Grimes County","Mary Jennings ""MJ"" Hegar",2678,12275,2833,21.81670061,23.07942974,1.262729124
"Texas, Guadalupe County","Mary Jennings ""MJ"" Hegar",26697,76978,28805,34.68133753,37.41978228,2.73844475
"Texas, Hale County","Mary Jennings ""MJ"" Hegar",2155,9376,2279,22.98421502,24.30674061,1.322525597
"Texas, Hall County","Mary Jennings ""MJ"" Hegar",156,1140,168,13.68421053,14.73684211,1.052631579
"Texas, Hamilton County","Mary Jennings ""MJ"" Hegar",594,4276,641,13.89148737,14.99064546,1.099158092
"Texas, Hansford County","Mary Jennings ""MJ"" Hegar",158,2028,166,7.790927022,8.185404339,0.394477318
"Texas, Hardeman County","Mary Jennings ""MJ"" Hegar",232,1555,241,14.91961415,15.49839228,0.578778135
"Texas, Hardin County","Mary Jennings ""MJ"" Hegar",3388,27384,3474,12.37218814,12.68624014,0.314052001
"Texas, Harrison County","Mary Jennings ""MJ"" Hegar",7612,29384,7908,25.90525456,26.9126055,1.007350939
"Texas, Hartley County","Mary Jennings ""MJ"" Hegar",176,2072,195,8.494208494,9.411196911,0.916988417
"Texas, Haskell County","Mary Jennings ""MJ"" Hegar",347,2183,353,15.89555657,16.1704077,0.274851122
"Texas, Hemphill County","Mary Jennings ""MJ"" Hegar",197,1693,206,11.63614885,12.16774956,0.531600709
"Texas, Henderson County","Mary Jennings ""MJ"" Hegar",6672,36095,7060,18.48455465,19.55949578,1.074941128
"Texas, Hill County","Mary Jennings ""MJ"" Hegar",2688,14827,2860,18.12908882,19.28913469,1.160045862
"Texas, Hockley County","Mary Jennings ""MJ"" Hegar",1384,7985,1482,17.33249843,18.55979962,1.22730119
